"Notes","Race","Race Code","State","State Code","Year","Year Code","ICD-10 113 Cause List","ICD-10 113 Cause List Code",Deaths,Population,Crude Rate
,"Black or African American","2054-5","Louisiana","22","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",35,1554167,2.3
,"Black or African American","2054-5","Louisiana","22","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",20,1558498,1.3
,"Black or African American","2054-5","Louisiana","22","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",20,1558498,1.3
,"Black or African American","2054-5","Louisiana","22","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",15,1557173,Unreliable
,"Black or African American","2054-5","Louisiana","22","2018","2018","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,1557173,Unreliable
,"Black or African American","2054-5","Louisiana","22","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",15,1556514,Unreliable
,"Black or African American","2054-5","Louisiana","22","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",15,1556514,Unreliable
,"Black or African American","2054-5","Louisiana","22","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",20,1561145,1.3
,"Black or African American","2054-5","Louisiana","22","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",19,1561145,Unreliable
,"Black or African American","2054-5","Maryland","24","2003","2003","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,1621856,Unreliable
,"Black or African American","2054-5","Maryland","24","2003","2003","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,1621856,Unreliable
,"Black or African American","2054-5","Maryland","24","2004","2004","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,1652016,Unreliable
,"Black or African American","2054-5","Maryland","24","2004","2004","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,1652016,Unreliable
,"Black or African American","2054-5","Maryland","24","2005","2005","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,1680707,Unreliable
,"Black or African American","2054-5","Maryland","24","2005","2005","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,1680707,Unreliable
,"Black or African American","2054-5","Maryland","24","2006","2006","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,1705298,Unreliable
,"Black or African American","2054-5","Maryland","24","2006","2006","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,1705298,Unreliable
,"Black or African American","2054-5","Maryland","24","2007","2007","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,1724204,Unreliable
,"Black or African American","2054-5","Maryland","24","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,1764644,Unreliable
,"Black or African American","2054-5","Maryland","24","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,1764644,Unreliable
,"Black or African American","2054-5","Maryland","24","2010","2010","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,1783183,Unreliable
,"Black or African American","2054-5","Maryland","24","2010","2010","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",15,1783183,Unreliable
,"Black or African American","2054-5","Maryland","24","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,1822097,Unreliable
,"Black or African American","2054-5","Maryland","24","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,1822097,Unreliable
,"Black or African American","2054-5","Maryland","24","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,1868002,Unreliable
,"Black or African American","2054-5","Maryland","24","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",16,1868002,Unreliable
,"Black or African American","2054-5","Maryland","24","2017","2017","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,1926348,Unreliable
,"Black or African American","2054-5","Maryland","24","2017","2017","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,1926348,Unreliable
,"Black or African American","2054-5","Maryland","24","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,1944767,Unreliable
,"Black or African American","2054-5","Maryland","24","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,1944767,Unreliable
,"Black or African American","2054-5","Maryland","24","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,1963360,Unreliable
,"Black or African American","2054-5","Maryland","24","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,1963360,Unreliable
,"Black or African American","2054-5","Michigan","26","2004","2004","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",25,1492884,1.7
,"Black or African American","2054-5","Michigan","26","2004","2004","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",24,1492884,1.6
,"Black or African American","2054-5","Michigan","26","2005","2005","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",22,1494262,1.5
,"Black or African American","2054-5","Michigan","26","2005","2005","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",21,1494262,1.4
,"Black or African American","2054-5","Michigan","26","2006","2006","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,1494911,Unreliable
,"Black or African American","2054-5","Michigan","26","2006","2006","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,1494911,Unreliable
,"Black or African American","2054-5","Michigan","26","2007","2007","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,1492428,Unreliable
,"Black or African American","2054-5","Michigan","26","2007","2007","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",16,1492428,Unreliable
,"Black or African American","2054-5","Michigan","26","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,1485681,Unreliable
,"Black or African American","2054-5","Michigan","26","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,1485681,Unreliable
,"Black or African American","2054-5","Michigan","26","2009","2009","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,1481101,Unreliable
,"Black or African American","2054-5","Michigan","26","2009","2009","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,1481101,Unreliable
,"Black or African American","2054-5","Michigan","26","2010","2010","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",17,1483261,Unreliable
,"Black or African American","2054-5","Michigan","26","2010","2010","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",16,1483261,Unreliable
,"Black or African American","2054-5","Michigan","26","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,1488254,Unreliable
,"Black or African American","2054-5","Michigan","26","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,1488254,Unreliable
,"Black or African American","2054-5","Michigan","26","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,1488275,Unreliable
,"Black or African American","2054-5","Michigan","26","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,1488275,Unreliable
,"Black or African American","2054-5","Michigan","26","2013","2013","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",14,1485621,Unreliable
,"Black or African American","2054-5","Michigan","26","2013","2013","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,1485621,Unreliable
,"Black or African American","2054-5","Michigan","26","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,1487623,Unreliable
,"Black or African American","2054-5","Michigan","26","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,1487623,Unreliable
,"Black or African American","2054-5","Michigan","26","2016","2016","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,1488644,Unreliable
,"Black or African American","2054-5","Michigan","26","2016","2016","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,1488644,Unreliable
,"Black or African American","2054-5","Michigan","26","2018","2018","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,1496029,Unreliable
,"Black or African American","2054-5","Michigan","26","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,1497477,Unreliable
,"Black or African American","2054-5","Michigan","26","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,1497477,Unreliable
,"Black or African American","2054-5","Michigan","26","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",13,1499982,Unreliable
,"Black or African American","2054-5","Michigan","26","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",13,1499982,Unreliable
,"Black or African American","2054-5","Mississippi","28","2005","2005","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,1070369,Unreliable
,"Black or African American","2054-5","Mississippi","28","2005","2005","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,1070369,Unreliable
,"Black or African American","2054-5","Mississippi","28","2006","2006","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,1080399,Unreliable
,"Black or African American","2054-5","Mississippi","28","2006","2006","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,1080399,Unreliable
,"Black or African American","2054-5","Mississippi","28","2008","2008","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,1103216,Unreliable
,"Black or African American","2054-5","Mississippi","28","2008","2008","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",11,1103216,Unreliable
,"Black or African American","2054-5","Mississippi","28","2011","2011","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,1125114,Unreliable
,"Black or African American","2054-5","Mississippi","28","2011","2011","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,1125114,Unreliable
,"Black or African American","2054-5","Mississippi","28","2019","2019","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",16,1141493,Unreliable
,"Black or African American","2054-5","Mississippi","28","2019","2019","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",14,1141493,Unreliable
,"Black or African American","2054-5","Mississippi","28","2020","2020","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",11,1141283,Unreliable
,"Black or African American","2054-5","Mississippi","28","2020","2020","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,1141283,Unreliable
,"Black or African American","2054-5","Missouri","29","2012","2012","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",12,743924,Unreliable
,"Black or African American","2054-5","Missouri","29","2012","2012","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",12,743924,Unreliable
,"Black or African American","2054-5","Missouri","29","2014","2014","#Pregnancy, childbirth and the puerperium (O00-O99)","GR113-105",10,755768,Unreliable
,"Black or African American","2054-5","Missouri","29","2014","2014","Other complications of pregnancy, childbirth and the puerperium (O10-O99)","GR113-107",10,755768,Unreliable
