race,race_code,state,state_code,year,year_code,icd10_113_cause_list,icd10_113_cause_list_code,deaths,population,crude_rate
White,2106-3,Louisiana,22.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,2990198.0,0.7
White,2106-3,Louisiana,22.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,20.0,2990198.0,0.7
White,2106-3,Louisiana,22.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,2993420.0,0.7
White,2106-3,Louisiana,22.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,20.0,2993420.0,0.7
White,2106-3,Louisiana,22.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,2988801.0,0.7
White,2106-3,Louisiana,22.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,20.0,2988801.0,0.7
White,2106-3,Louisiana,22.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,2958038.0,
White,2106-3,Louisiana,22.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,2958038.0,
White,2106-3,Louisiana,22.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,2946293.0,
White,2106-3,Louisiana,22.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,2946293.0,
White,2106-3,Maryland,24.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,3578891.0,
White,2106-3,Maryland,24.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,3578891.0,
White,2106-3,Maryland,24.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,3579667.0,
White,2106-3,Maryland,24.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,3579667.0,
White,2106-3,Maryland,24.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,3623463.0,
White,2106-3,Maryland,24.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,3623463.0,
White,2106-3,Maryland,24.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,3643426.0,
White,2106-3,Maryland,24.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,3643426.0,
White,2106-3,Massachusetts,25.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,5656810.0,
White,2106-3,Massachusetts,25.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,5656810.0,
White,2106-3,Massachusetts,25.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,5666330.0,
White,2106-3,Massachusetts,25.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,5666330.0,
White,2106-3,Massachusetts,25.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5670599.0,
White,2106-3,Massachusetts,25.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5670599.0,
White,2106-3,Massachusetts,25.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,5619604.0,
White,2106-3,Massachusetts,25.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,5619604.0,
White,2106-3,Michigan,26.0,2004,2004.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,30.0,8246288.0,0.4
White,2106-3,Michigan,26.0,2004,2004.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,29.0,8246288.0,0.4
White,2106-3,Michigan,26.0,2005,2005.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,28.0,8231910.0,0.3
White,2106-3,Michigan,26.0,2005,2005.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,27.0,8231910.0,0.3
White,2106-3,Michigan,26.0,2006,2006.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,8208506.0,
White,2106-3,Michigan,26.0,2006,2006.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,8208506.0,
White,2106-3,Michigan,26.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,8170744.0,
White,2106-3,Michigan,26.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,8170744.0,
White,2106-3,Michigan,26.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,8118649.0,
White,2106-3,Michigan,26.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,8118649.0,
White,2106-3,Michigan,26.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,8073343.0,0.3
White,2106-3,Michigan,26.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,23.0,8073343.0,0.3
White,2106-3,Michigan,26.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,29.0,8048819.0,0.4
White,2106-3,Michigan,26.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,29.0,8048819.0,0.4
White,2106-3,Michigan,26.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,8026791.0,
White,2106-3,Michigan,26.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,8026791.0,
White,2106-3,Michigan,26.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,8023676.0,
White,2106-3,Michigan,26.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,8023676.0,
White,2106-3,Michigan,26.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,21.0,8027063.0,0.3
White,2106-3,Michigan,26.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,8027063.0,0.3
White,2106-3,Michigan,26.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,8023427.0,
White,2106-3,Michigan,26.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,8023427.0,
White,2106-3,Michigan,26.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,8018858.0,
White,2106-3,Michigan,26.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,8018858.0,
White,2106-3,Michigan,26.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,28.0,8015307.0,0.3
White,2106-3,Michigan,26.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,27.0,8015307.0,0.3
White,2106-3,Michigan,26.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,8029056.0,
White,2106-3,Michigan,26.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,8029056.0,
White,2106-3,Michigan,26.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,21.0,8041198.0,0.3
White,2106-3,Michigan,26.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,8041198.0,0.3
White,2106-3,Michigan,26.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,22.0,8030450.0,0.3
White,2106-3,Michigan,26.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,8030450.0,0.3
White,2106-3,Michigan,26.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,8004389.0,0.3
White,2106-3,Michigan,26.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,23.0,8004389.0,0.3
White,2106-3,Minnesota,27.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,4706165.0,
White,2106-3,Minnesota,27.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,4706165.0,
White,2106-3,Minnesota,27.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,4716540.0,
White,2106-3,Minnesota,27.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,4716540.0,
White,2106-3,Minnesota,27.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,4760630.0,
White,2106-3,Minnesota,27.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,4760630.0,
White,2106-3,Minnesota,27.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,4779768.0,
White,2106-3,Minnesota,27.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,4779768.0,
White,2106-3,Missouri,29.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,5057536.0,
White,2106-3,Missouri,29.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,5057536.0,
White,2106-3,Missouri,29.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5081387.0,
White,2106-3,Missouri,29.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5081387.0,
White,2106-3,Missouri,29.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,5110036.0,
White,2106-3,Missouri,29.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,5110036.0,
White,2106-3,Missouri,29.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,22.0,5112730.0,0.4
White,2106-3,Missouri,29.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,5112730.0,0.4
White,2106-3,Missouri,29.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,22.0,5124168.0,0.4
White,2106-3,Missouri,29.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,5124168.0,0.4
White,2106-3,Missouri,29.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,22.0,5130149.0,0.4
White,2106-3,Missouri,29.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,5130149.0,0.4
White,2106-3,Missouri,29.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,5137798.0,0.4
White,2106-3,Missouri,29.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,5137798.0,
White,2106-3,Missouri,29.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,14.0,5141898.0,
White,2106-3,Missouri,29.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,5141898.0,
White,2106-3,Missouri,29.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,5152579.0,
White,2106-3,Missouri,29.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,5152579.0,
White,2106-3,Missouri,29.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,5156415.0,
White,2106-3,Missouri,29.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,5156415.0,
White,2106-3,Missouri,29.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,5161380.0,
White,2106-3,Missouri,29.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,5161380.0,
White,2106-3,Missouri,29.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,26.0,5167287.0,0.5
White,2106-3,Missouri,29.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,25.0,5167287.0,0.5
White,2106-3,New Jersey,34.0,2004,2004.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,6670703.0,
White,2106-3,New Jersey,34.0,2004,2004.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,6670703.0,
White,2106-3,New Jersey,34.0,2005,2005.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,6654085.0,
White,2106-3,New Jersey,34.0,2005,2005.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,6654085.0,
White,2106-3,New Jersey,34.0,2006,2006.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,21.0,6632976.0,0.3
White,2106-3,New Jersey,34.0,2006,2006.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,6632976.0,0.3
White,2106-3,New Jersey,34.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,22.0,6615252.0,0.3
White,2106-3,New Jersey,34.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,6615252.0,0.3
White,2106-3,New Jersey,34.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,6611708.0,
White,2106-3,New Jersey,34.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,15.0,6611708.0,
White,2106-3,New Jersey,34.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,6615988.0,0.3
White,2106-3,New Jersey,34.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,23.0,6615988.0,0.3
White,2106-3,New Jersey,34.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,15.0,6621985.0,
White,2106-3,New Jersey,34.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,6621985.0,
White,2106-3,New Jersey,34.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25.0,6618403.0,0.4
White,2106-3,New Jersey,34.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,25.0,6618403.0,0.4
White,2106-3,New Jersey,34.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,6619471.0,0.3
White,2106-3,New Jersey,34.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,20.0,6619471.0,0.3
White,2106-3,New Jersey,34.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,6618759.0,0.3
White,2106-3,New Jersey,34.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,23.0,6618759.0,0.3
White,2106-3,New Jersey,34.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,26.0,6613281.0,0.4
White,2106-3,New Jersey,34.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,25.0,6613281.0,0.4
White,2106-3,New Jersey,34.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,27.0,6596284.0,0.4
White,2106-3,New Jersey,34.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,27.0,6596284.0,0.4
White,2106-3,New Jersey,34.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,22.0,6564595.0,0.3
White,2106-3,New Jersey,34.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,6564595.0,0.3
White,2106-3,New Jersey,34.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25.0,6583130.0,0.4
White,2106-3,New Jersey,34.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,25.0,6583130.0,0.4
White,2106-3,New Jersey,34.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,6511007.0,
White,2106-3,New Jersey,34.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,6511007.0,
White,2106-3,New Jersey,34.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,6484830.0,
White,2106-3,New Jersey,34.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,6484830.0,
White,2106-3,New Jersey,34.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,20.0,6440419.0,0.3
White,2106-3,New Jersey,34.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,6440419.0,
White,2106-3,New Mexico,35.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,1707457.0,
White,2106-3,New Mexico,35.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,1707457.0,
White,2106-3,New Mexico,35.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,1758658.0,
White,2106-3,New York,36.0,1999,1999.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,16.0,14235763.0,
White,2106-3,New York,36.0,1999,1999.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,14.0,14235763.0,
White,2106-3,New York,36.0,2001,2001.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,14281400.0,
White,2106-3,New York,36.0,2001,2001.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,14281400.0,
White,2106-3,New York,36.0,2002,2002.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,14276260.0,
White,2106-3,New York,36.0,2002,2002.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,14276260.0,
White,2106-3,New York,36.0,2003,2003.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,26.0,14263472.0,0.2
White,2106-3,New York,36.0,2003,2003.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,26.0,14263472.0,0.2
White,2106-3,New York,36.0,2004,2004.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,44.0,14222791.0,0.3
White,2106-3,New York,36.0,2004,2004.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,44.0,14222791.0,0.3
White,2106-3,New York,36.0,2005,2005.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,14146723.0,0.2
White,2106-3,New York,36.0,2005,2005.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,14146723.0,0.2
White,2106-3,New York,36.0,2006,2006.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25.0,14077386.0,0.2
White,2106-3,New York,36.0,2006,2006.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,25.0,14077386.0,0.2
White,2106-3,New York,36.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,18.0,14051624.0,
White,2106-3,New York,36.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,18.0,14051624.0,
White,2106-3,New York,36.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,33.0,14057786.0,0.2
White,2106-3,New York,36.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,33.0,14057786.0,0.2
White,2106-3,New York,36.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,31.0,14072238.0,0.2
White,2106-3,New York,36.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,31.0,14072238.0,0.2
White,2106-3,New York,36.0,2010,2010.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,33.0,14078317.0,0.2
White,2106-3,New York,36.0,2010,2010.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,30.0,14078317.0,0.2
White,2106-3,New York,36.0,2011,2011.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,38.0,14092429.0,0.3
White,2106-3,New York,36.0,2011,2011.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,38.0,14092429.0,0.3
White,2106-3,New York,36.0,2012,2012.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,30.0,14117965.0,0.2
White,2106-3,New York,36.0,2012,2012.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,30.0,14117965.0,0.2
White,2106-3,New York,36.0,2013,2013.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,35.0,14125951.0,0.2
White,2106-3,New York,36.0,2013,2013.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,35.0,14125951.0,0.2
White,2106-3,New York,36.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,30.0,14107369.0,0.2
White,2106-3,New York,36.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,29.0,14107369.0,0.2
White,2106-3,New York,36.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,30.0,14080073.0,0.2
White,2106-3,New York,36.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,29.0,14080073.0,0.2
White,2106-3,New York,36.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,38.0,14007968.0,0.3
White,2106-3,New York,36.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,37.0,14007968.0,0.3
White,2106-3,New York,36.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,24.0,14023221.0,0.2
White,2106-3,New York,36.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,24.0,14023221.0,0.2
White,2106-3,New York,36.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,32.0,13837347.0,0.2
White,2106-3,New York,36.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,31.0,13837347.0,0.2
White,2106-3,New York,36.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,40.0,13767670.0,0.3
White,2106-3,New York,36.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,39.0,13767670.0,0.3
White,2106-3,New York,36.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,39.0,13619969.0,0.3
White,2106-3,New York,36.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,39.0,13619969.0,0.3
White,2106-3,North Carolina,37.0,2005,2005.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,10.0,6456650.0,
White,2106-3,North Carolina,37.0,2005,2005.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,10.0,6456650.0,
White,2106-3,North Carolina,37.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,11.0,6939518.0,
White,2106-3,North Carolina,37.0,2009,2009.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,11.0,6939518.0,
White,2106-3,North Carolina,37.0,2014,2014.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,7210010.0,
White,2106-3,North Carolina,37.0,2014,2014.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,7210010.0,
White,2106-3,North Carolina,37.0,2015,2015.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,25.0,7259904.0,0.3
White,2106-3,North Carolina,37.0,2015,2015.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,24.0,7259904.0,0.3
White,2106-3,North Carolina,37.0,2016,2016.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,21.0,7315221.0,0.3
White,2106-3,North Carolina,37.0,2016,2016.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,7315221.0,0.3
White,2106-3,North Carolina,37.0,2017,2017.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,7390201.0,
White,2106-3,North Carolina,37.0,2017,2017.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,7390201.0,
White,2106-3,North Carolina,37.0,2018,2018.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,13.0,7451579.0,
White,2106-3,North Carolina,37.0,2018,2018.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,13.0,7451579.0,
White,2106-3,North Carolina,37.0,2019,2019.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,21.0,7520342.0,0.3
White,2106-3,North Carolina,37.0,2019,2019.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,7520342.0,0.3
White,2106-3,North Carolina,37.0,2020,2020.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,23.0,7575561.0,0.3
White,2106-3,North Carolina,37.0,2020,2020.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,22.0,7575561.0,0.3
White,2106-3,Ohio,39.0,2000,2000.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,12.0,9812402.0,
White,2106-3,Ohio,39.0,2000,2000.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,12.0,9812402.0,
White,2106-3,Ohio,39.0,2007,2007.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,21.0,9789179.0,0.2
White,2106-3,Ohio,39.0,2007,2007.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,21.0,9789179.0,0.2
White,2106-3,Ohio,39.0,2008,2008.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,19.0,9781972.0,
White,2106-3,Ohio,39.0,2008,2008.0,"Other complications of pregnancy, childbirth and the puerperium (O10-O99)",GR113-107,19.0,9781972.0,
White,2106-3,Ohio,39.0,2009,2009.0,"#Pregnancy, childbirth and the puerperium (O00-O99)",GR113-105,41.0,9775738.0,0.4
